term	valence	arousal	dominance
कूमी	-0.6670	-0.3330	-0.6190
कूमीName	0.2700	-0.2300	0.2040
कूमीना	0.0200	0.0180	-0.3880
कूमीश	-0.7220	0.5420	-0.6190
कूराउ	-0.1040	-0.0620	-0.0420
कूरियर	-0.6670	-0.6670	-0.2860
कूल	0.0000	-0.5190	-0.1850
कूलमछली	0.0000	0.5190	0.0000
कूलीड	0.0560	-0.5830	0.1110
कूलेंट	0.4400	-0.1760	-0.0880
कूस	-0.2980	-0.2740	-0.4210
कृतघ्न	-0.6744	-0.4324	-0.4347
कृतघ्नपन	-0.9050	-0.6670	-0.7080
कृतज्ञता	0.8850	-0.2495	-0.0565
कृत्रिम	-0.2310	-0.1150	-0.0935
कृत्रिमता	-0.4705	-0.3390	-0.3310
कृत्रिमीकरण	0.0000	0.3330	0.4440
कृपया	-0.1442	0.0055	0.0262
कृपया-r	0.4760	0.5420	-0.6670
कृपा	0.9430	-0.4103	0.0478
कृपालु	1.0000	-0.6670	0.0633
कृपालुता	1.0000	-0.6115	-0.3860
कृषि	0.3720	-0.3580	-0.0540
कॆनलिन	0.6460	-0.2080	-0.2220
कॆलिन	0.6080	-0.3960	0.0760
के	0.0325	-0.0941	-0.0148
के-	0.0152	0.0399	0.0102
के-nick	-0.0400	0.0180	-0.1600
के-nicknonnks	0.1850	0.0000	-0.4440
के-ग	0.1020	-0.2220	-0.1920
के-म्प	0.6670	0.0560	0.4170
केंद्र	0.0328	-0.0940	0.2248
केंद्र-	0.0000	-0.6670	0.3700
केंद्रक	-0.3330	0.1670	0.0420
केंद्रित	-0.0730	-0.0209	-0.1897
केंद्रीय	0.4580	-0.4400	0.4000
केंद्रीयName	-0.0420	-0.5240	0.6300
केंद्रीयाइज	0.3680	-0.1460	0.6040
केंद्रीयाइजर	0.0830	0.6670	0.8890
केंद्रीयिटी	0.1420	-0.3760	0.4180
केआईओगर	-0.6880	0.3460	0.0360
केआईओस्करusa.	0.0000	-0.4280	-0.3580
केक	0.5290	-0.1150	-0.2660
केक-	-0.7080	-0.5190	-0.3700
केकड़ा	-0.3107	-0.0174	-0.3817
केकड़ाजर	-0.0400	-0.4080	-0.3520
केगेट	0.0420	-0.0950	-0.1480
केटचप	0.3060	-0.3240	-0.4360
केटटोन	-0.3330	-0.0830	0.0000
केटनोग्राफ	0.0000	0.5000	0.2920
केटाली	-0.2860	-0.3750	-0.2380
केटोरेंट	-0.2925	0.5785	-0.0835
केडीई-	0.0980	0.2980	0.0560
केडीई४	-0.4340	-0.1140	-0.5160
केडेट	0.2390	-0.0980	0.0590
केडेट-	0.3220	-0.4260	-0.1760
केडेमियम	-0.6670	-0.5000	0.1250
केन	-0.1992	0.3972	0.0410
केनाएसहोक	0.1020	-0.3660	-0.4640
केनेना	-0.7040	0.1330	0.2500
केनोएम	-0.1320	-0.3060	-0.3340
केनोनिकल	0.0840	-0.1800	0.2400
केनोनिकली	0.2960	0.0000	0.3330
केपकेप	0.0000	0.0000	0.0000
केपको	0.7040	0.6670	0.0420
केपमेन	-0.3330	0.6670	0.7080
केपसीसी	-0.9630	-0.9520	-0.9630
केपाइजेशन	-0.6670	-0.6670	-0.9170
केफ़ॉर्मूला	0.3125	0.0975	0.1890
केबल	0.0090	-0.5885	-0.3255
केबल-	0.0000	0.6670	0.3750
केबल्ड	0.0000	-0.6670	0.1670
केमर	-0.6250	0.6670	0.1480
केमरमर	0.1430	0.0000	0.2860
केमरर	-0.0560	0.6670	-0.0370
केमरा	-0.7760	0.4900	-0.2780
केमराbrazil.	-0.4580	0.1140	-0.3040
केम्पर	0.1250	0.7500	0.0000
केयोटो	0.5560	0.0000	0.0000
केरटी	0.5000	0.0000	0.0830
केरिस	-0.1460	-0.1660	-0.1860
केरेमलिन	0.0950	0.0000	1.0000
केरेमोसिस	0.0000	-0.0370	0.0000
केरोकर	-0.6670	0.2220	-0.2920
केल	0.1190	-0.6605	-0.2365
केल-	0.0000	-0.4580	-0.0740
केल-ब्रश	0.0830	0.4810	-0.1430
केलएम	0.0200	-0.3100	-0.3580
केलक	-0.1220	-0.3260	-0.3200
केलकीusa.	-0.1760	-0.1480	-0.2600
केलगुर	0.1670	-1.0000	-0.6250
केलडीरी	-0.2080	-0.7060	-0.5540
केलप	-0.0420	-0.4720	-0.5740
केलबैक	-0.2380	-0.8890	0.0740
केला	0.0775	-0.4960	-0.4510
केलाइन	0.0000	-0.6670	-0.5710
केलाइन्ट	0.1840	-0.0940	-0.1780
केलाडाName	-0.3330	-0.7040	-0.4810
केलालाला	-0.8330	0.2540	-0.4215
केलिब्रेट	0.5200	0.2380	0.7100
केलियनusa.	0.2440	-0.5000	-0.5140
केलियम	-0.0200	-0.3680	-0.3920
केलेटिका	0.7920	-0.6670	0.4170
केलेदान	0.0740	0.0000	0.0000
केलेब	0.5830	0.7080	0.6250
केलेव	-0.0670	-0.6670	-0.6670
केलैन	-1.0000	0.9520	-0.0370
केलों	-1.0000	-0.6670	-0.7620
केवर्टर	0.7080	0.6670	0.9580
केस	-0.0927	-0.1014	-0.1037
केसंस्फीति	1.0000	0.0000	0.6670
केसइन	-0.0600	-0.1280	-0.1700
केसनेंट	0.0000	-0.3060	-0.1660
केसबुक	0.0000	-0.6670	0.2780
केसवर्क	0.0740	0.6670	0.4070
केसवर्कर	0.2960	0.6670	0.5420
केसाइजेशन	-0.7780	0.6670	0.7500
केसाकीनेस	-0.5420	-0.3810	-0.3810
केसार्जियन	-0.5840	0.1300	0.2200
केसिर्क	-0.0480	-0.6670	0.0000
केसीएमक्लासॉट	0.1480	0.0000	0.0000
कैंकी	-0.5830	-0.5240	-0.4580
कैंगडान्गाasia.	0.0000	-0.6670	0.0370
कैंच	0.0000	0.0000	0.0000
कैंचिन	-0.3330	-0.6670	-0.3330
कैंची	0.3771	-0.0853	-0.0243
कैंटर	0.4200	0.1807	0.7653
कैंटरियल	0.6040	-0.2420	0.0940
कैंटल	0.1670	-0.7140	0.0000
कैंटिअन	-0.3680	-0.3340	-0.2960
कैंटी	0.6110	-0.5560	-0.3330
कैंटोperu.	-0.6670	0.0000	0.0000
कैंट्रीमेंट	-0.1200	0.0980	-0.0500
कैंबियन	0.2440	-0.5200	0.0200
कैंबूasia.	0.1900	-0.8330	-0.3810
कैंसर	-0.9480	0.5275	-0.2565
कैउण्डल	-0.8120	0.4800	-0.1760
कैकीर्ट	-0.7220	0.6670	-0.6670
कैकोस	0.2020	-0.2680	0.4720
कैटनी	0.0000	0.0000	0.0000
कैटलॉग	0.2080	-0.4520	0.1395
कैटलॉगर	0.1665	0.0000	0.0205
कैड	-0.1060	-0.1880	-0.1920
कैडीडी	0.0420	-0.1300	-0.4820
कैण्डा	0.0840	-0.1960	-0.2380
कैद	-0.6760	0.2907	-0.2133
कैदी	-0.8580	0.3080	-0.3840
कैन	-0.0820	-0.4040	-0.2040
कैनगर	0.6670	0.6670	0.3330
कैनटन	0.0840	-0.0560	0.0720
कैनटोन	0.0000	0.0000	0.2780
कैनन	0.1460	0.1380	-0.1500
कैनरी	0.1640	-0.4480	-0.4700
कैनल	0.3460	-0.4820	-0.3580
कैनवास	0.3940	-0.5540	-0.2390
कैनवेटर	0.0420	0.0000	0.4580
कैनस	0.1240	0.0400	0.5380
कैनाइन	0.0000	0.6670	0.6670
कैनाटा	0.6670	0.6670	0.0000
कैनेटेड	-0.6670	0.6670	-0.4440
कैनेसियनName	0.0000	-0.0370	0.4070
कैनॉन	-0.2200	0.2120	-0.0050
कैनोरल	0.1240	-0.2660	-0.0180
कैन्सिंग	0.0000	-0.0860	-0.3700
कैन्सेटिका	0.8890	-0.5000	0.3810
कैन्सेन्स	0.3260	-0.1660	0.3100
कैप	0.2240	-0.5200	-0.2500
कैप-	0.0135	0.1052	0.0592
कैपnorway.	0.7040	0.0480	0.8150
कैपर	0.0200	-0.2600	-0.3480
कैपलेट	0.0000	0.0000	0.0000
कैपिपिम	-0.5710	0.6670	-0.5830
कैपीरी	-0.0620	-0.2700	-0.2100
कैपे	0.0620	-0.5300	-0.2860
कैपेक्टर	0.3190	0.4585	0.5380
कैपेक्टिक	-0.0903	0.1280	0.0370
कैपेक्टिकता	-0.6670	0.6670	-0.4440
कैपेक्टेक्टिंग	0.7900	0.1880	0.6320
कैपेलीName	0.0000	-0.6670	0.1110
कैपेवेशन	0.8150	0.7040	0.4170
कैपेसिप्पोcolombia.	0.5840	-0.4420	-0.2320
कैप्चर	-0.2063	0.6417	0.1110
कैप्सलॉक	-0.3400	-0.2120	-0.2040
कैप्साइज	-0.6670	0.9580	-0.6250
कैफीन	0.3760	0.2000	0.0280
कैफ्ट	-0.1020	-0.5300	-0.4700
कैब्ररीusa.	0.0000	0.0000	0.0000
कैब्लाइडर	-0.2920	-0.0580	-0.0560
कैम	0.2860	1.0000	0.6000
कैमरा	0.3353	0.0618	0.1945
कैमरामेन	0.0840	-0.0960	0.0840
कैमरून	-0.3020	-0.1620	-0.5040
कैमरूनusa.	-0.0840	-0.2740	-0.0560
कैमरूनworld.	0.2440	-0.4600	-0.2700
कैम्प	0.3540	0.0180	-0.1280
कैम्प-	0.6250	-0.2780	0.0000
कैम्पर	0.1460	0.0580	-0.0360
कैम्पहोर	0.0000	0.0480	0.0000
कैम्पिंग	0.3060	0.0580	-0.0400
कैम्पी	0.2590	0.5420	-0.1850
कैम्पेन	0.0370	-0.9580	0.0000
कैम्पोनिक	-0.8330	1.0000	-0.2920
कैम्बिया	0.0000	0.6670	0.0000
कैरल-बोर्ड	0.4440	0.0000	0.3330
कैरिआName	0.6670	-0.0420	0.0000
कैरिएमपी	-0.6250	0.5930	-0.4810
कैरिकी	0.0000	-0.7780	0.0950
कैरिटर	-1.0000	0.6670	0.7040
कैरिटला	-0.0480	0.0560	-0.2300
कैरिटिनियाafrica.	-0.8570	-1.0000	-1.0000
कैरिटेनिक	-0.6670	0.6670	1.0000
कैरिट्रिक	-0.0413	0.1227	0.1750
कैरिपिक	0.5955	0.5390	0.1790
कैरिरिटिप्पी	-1.0000	0.6670	-0.7500
कैरेक्टर	-1.0000	1.0000	0.5190
कैरेप	-0.1400	-0.0760	-0.0900
कैरेमा	0.3330	-0.5560	0.0000
कैरोंग	-0.5800	0.1300	-0.2060
कैरोंगर	-0.3540	-0.0200	-0.2840
कैर्जा	0.0000	-0.8330	0.0000
कैर्टर	-0.3280	-0.0180	-0.2540
कैर्टेनराइजेशन	-0.3810	0.6670	0.8330
कैर्सनasia.	-0.3330	0.5830	0.0420
कैलकुलेटर	-0.0323	-0.3040	0.3950
कैलकुलेटरी	-0.6670	0.4440	1.0000
कैलशियम	0.2000	-0.3080	-0.0420
कैलाडारी	0.0420	-0.3760	-0.1880
कैलिबर	-0.0782	0.1086	0.2016
कैलिबराइजेशन	-0.6670	-0.6250	-0.2960
कैलिबरेट	0.1040	-0.0800	0.2460
कैलिब्रैशन	0.4290	0.6670	0.6300
कैलिस्टिस्ट	0.6670	0.3310	0.5970
कैलीटर	0.0000	0.6670	0.6670
कैवेName	-0.1640	0.2360	0.3520
कैश	0.1040	-0.3040	-0.2220
कैशब	-0.2300	-0.1760	-0.1580
कैशर	-1.0000	0.6670	0.9580
कैशॉट	0.0370	0.5190	0.0000
कैसे	0.0000	0.0000	0.2960
कैसेडी	0.6300	-0.4070	0.0000
कैसेलर	-0.6670	0.6670	-0.1850
कैिगर	0.0420	0.6670	0.9580
कॉजेंटल	-0.1040	-0.1320	-0.1460
कॉजेंटेटरी	0.0000	-0.6670	0.0420
कॉजेंट्री	0.7340	0.2600	0.5380
कॉथियाpoland.	-0.2920	-0.2860	-0.4440
कॉनचमेंट	-0.2700	0.1640	-0.0180
कॉनस्टेटर	-0.3120	0.2540	0.1860
कॉन्ट्रा-	-0.2860	0.2360	-0.0560
कॉन्ड्ड्ड	-0.5830	-0.0830	-0.3750
कॉन्फ़िगर	0.5575	0.2240	0.4570
कॉन्फ़िगरेशन	0.0200	-0.4572	-0.0447
कॉन्फ़िगरेशनः	-0.3060	-0.1380	-0.2200
कॉन्फ़्सेस	-0.6670	-0.5930	-0.5190
कॉन्वेंटी	0.0000	-0.5190	0.2080
कॉपीराइट	0.6670	-0.5830	0.2590
कॉफ़ी	0.3540	0.2400	0.0160
कॉफी	0.3923	0.0307	-0.2420
कॉफी-	0.5200	-0.3340	-0.3760
कॉफीक	0.6250	-0.1670	0.0000
कॉम-	-0.0400	-0.1920	-0.1180
कॉमरेट	-0.6670	-0.6670	-0.5930
कॉमिक	0.8340	-0.0820	-0.2260
कॉमिकName	0.1240	-0.1160	0.0920
कॉमिक्स	0.5783	0.3203	-0.1927
कॉमियम	0.0820	-0.0980	0.0380
कॉमिसिसरी	-0.2300	0.0000	0.5760
कॉमी	-0.2300	0.0380	-0.0920
कॉमीर्सर	-0.5830	0.6670	1.0000
कॉमेजराइजेशन	0.6670	-0.5000	-0.3330
कॉमेटास	-0.3330	-1.0000	-0.6670
कॉमेटिवी	-0.3750	-0.6250	-0.5830
कॉमेर्सGenericName	0.5560	0.3330	0.4170
कॉमेसर	0.5000	-0.7780	0.5190
कॉमेसिस	0.5190	-0.6670	0.2220
कॉमोडोडोworld.	-0.6670	-0.6670	-0.5560
कॉम्क	0.2460	-0.1420	-0.0940
कॉम्किएटर	0.6670	-0.5000	-0.1670
कॉम्क्शन	0.5830	-0.5240	0.5000
कॉम्क्शनिक	0.5240	0.6670	0.3330
कॉम्बो	0.3960	-0.1220	-0.0940
कॉम्रेट	0.2200	-0.3920	0.1000
कॉर्क	0.1660	-0.1600	-0.0660
कॉर्न-	0.2200	-0.5635	0.0000
कॉर्नियाName	0.0210	-0.3080	-0.1140
कॉल	0.1890	0.1423	0.1087
कॉलबैक	-0.0840	-0.2840	0.0160
कॉलर	-0.1320	0.6208	0.2583
कॉलरिज	-0.0320	-0.1960	-0.3020
कॉलस	-0.3330	-0.5000	-0.2080
कॉली	0.6670	-0.6670	0.2500
कॉलीग्राफर	0.6670	0.6670	0.4170
कॉलीग्राफी	0.4255	-0.0620	0.1875
कॉलेज	0.4000	-0.0660	0.4920
कॉलोनीयल	0.6670	0.1250	0.4810
को	0.1188	-0.1298	-0.0036
को-	0.0830	-0.9580	-0.2220
को-सम्पादक	0.5830	0.6250	0.4760
कोंकक	-0.3330	0.0000	0.0000
कोंकेName	-0.0660	-0.1780	-0.0960
कोंगो	0.0000	0.5830	-0.2860
कोंटेनेंस	0.0000	-0.6670	0.0740
कोंपरिusa.	-0.0420	-0.5600	-0.5540
कोंपरेकरेperu.	-0.6670	0.7140	-0.2000
कोंपी	-0.1460	-0.3140	-0.2740
कोंपोजरGenericName	0.6670	0.6670	0.6190
कोंयोक्सिक	-0.7220	1.0000	0.8330
कोंलेटाइड	0.0000	0.0000	0.0000
कोंशिक	0.7220	0.5240	0.6670
कोई	-0.1319	-0.3302	-0.2037
कोईg	0.5000	-0.9330	-0.3700
कोईनेस	-0.6670	0.6670	-0.5000
कोऑप	0.2240	-0.1100	0.3000
कोऑपरेटर	0.7710	0.3150	0.5345
कोऑप्टी	0.0000	-0.0580	-0.1860
कोक	-0.3330	0.6670	-0.4580
कोकर	-0.4170	0.7040	0.7410
कोका	-0.1250	0.6670	0.0000
कोकिशName	0.1110	0.6250	-0.5190
कोकीName	-0.6670	0.9170	-0.8750
कोकूक	0.5560	0.0000	0.0000
कोकून	0.0277	0.1977	0.0033
कोकूनusa.	0.0950	0.0000	0.0830
कोकेन	-0.6880	0.6800	-0.2540
कोकेस	-0.1920	-0.0780	-0.2060
कोकोका	0.5520	-0.4900	-0.3560
कोकोस	-0.6800	0.2130	-0.1050
कोक्स	0.0000	0.2500	0.5000
कोक्सिस्ट	0.4160	-0.0800	0.0720
कोच	0.1045	0.5278	0.1497
कोचना-	0.0000	0.5000	0.2960
कोचमन	-0.0420	-0.2120	0.0180
कोचमेन	0.3810	0.6670	0.6300
कोचर	0.6670	0.6670	0.5560
कोचवर्क	0.6670	-0.5830	0.2920
कोचारी	-0.7040	0.6670	-0.7780
कोचित	0.2220	0.3810	0.1855
कोचिया	0.0000	0.0000	0.0000
कोचिल	0.0000	0.6670	0.1480
कोज	-0.3220	-0.2760	-0.4060
कोज़ी	0.7040	-1.0000	-0.3330
कोज्या	0.0000	0.0000	0.0740
कोट	0.2017	-0.4537	-0.0810
कोटा	0.3960	-0.0600	0.1980
कोटाक्स	-0.2660	-0.2000	-0.1060
कोटे	-0.1220	-0.3120	-0.3520
कोटेट	-0.3330	0.6670	0.2220
कोटेटेट	0.2760	0.4915	0.5770
कोटेड	0.1060	-0.2290	-0.0600
कोट्टेलन	0.0000	-0.5190	0.4440
कोट्‌सवा	0.0950	0.6670	0.7780
कोड	-0.0842	0.2033	0.1387
कोड-	0.2500	0.3700	0.5420
कोडफ्टेंट	-0.6670	0.4070	-0.1850
कोडर	0.3330	0.5710	0.5930
कोडलेस	-0.0950	-0.5000	-0.1670
कोडिंग	0.0269	0.0747	0.1134
कोडेक्स	-0.0100	-0.2720	-0.1520
कोढ़	-0.7400	0.3400	-0.3020
कोढ़ी	-0.9250	-0.2445	-0.6645
कोण	0.0205	0.0445	0.0505
कोणीय	-0.1020	-0.4380	-0.1120
कोद	-0.0320	-0.1010	-0.1050
कोन	0.0190	0.1360	0.1960
कोना	0.2623	-0.2347	0.3333
कोनासोईName	-0.5330	0.6000	-0.3750
कोने	0.0143	-0.2107	0.1690
कोनेबैक	0.3330	0.9520	0.5930
कोनो	-0.0200	-0.1220	0.0000
कोपकोनाusa.	-0.4580	0.8750	0.7500
कोपेकName	0.2300	0.0200	-0.1400
कोब	0.0740	-0.5560	-0.2670
कोबाबोbrazil.	-0.5185	-0.9340	-0.5000
कोबालर	0.0200	-0.1700	-0.3640
कोबे	0.2040	0.0940	-0.3260
कोमल	0.3869	-0.2821	-0.1146
कोमल-	0.5240	0.5930	0.1480
कोमलता	0.5637	-0.4206	-0.1839
कोमलपन	-0.2380	0.4440	0.0420
कोमा	-0.5620	-0.4900	-0.3960
कोमाबाक@	0.0200	0.2840	0.0080
कोमिनो	0.0860	-0.3200	-0.0200
कोमीत	0.5300	-0.0420	0.6720
कोमीसी	0.6670	-0.5000	0.9630
कोमोटी	-0.6670	0.3330	-0.7500
कोमोयल	0.6670	-0.6670	0.5560
कोयल	-0.2330	-0.2910	-0.4350
कोयल-	-0.1460	-0.1140	-0.1100
कोयल-बोर्ड	0.0480	-0.5830	0.0420
कोयले	0.0098	0.1557	0.0777
कोयोटे	-0.0820	-0.0580	-0.2260
कोर	-0.0917	0.1797	0.0903
कोरंत्र	-0.1430	0.0000	0.0000
कोरकर	0.6670	0.0000	0.5240
कोरगर	-0.3330	-0.6670	-0.4170
कोरड	-0.0370	0.6670	0.2780
कोरमानक	-0.7080	-0.5190	-0.8570
कोरमानमान	0.0000	-0.1850	-0.5190
कोरस	0.0000	0.3095	0.3095
कोरिएटर	0.6670	0.5710	0.5930
कोरिक	-0.3340	-0.1600	-0.1400
कोरित	-0.3540	0.2800	-0.0180
कोरियन	0.0420	-0.1730	0.0520
कोरिया	0.0000	0.6670	0.6670
कोरियाई	-0.1300	0.1000	0.0000
कोरी	-0.1810	-0.1082	-0.0090
कोरीडेंट	-0.0420	0.3400	0.0120
कोरीनusa.	0.2560	0.1920	0.5580
कोरीफ़	0.7780	-0.9260	-0.2920
कोरीफ़िकता	0.0000	0.2500	0.2380
कोरीरी	0.0560	-0.0740	0.5190
कोरीलेटर	0.3435	-0.3065	0.2005
कोरेमर	0.6670	0.4290	0.1850
कोरेसिखिली	0.0830	-0.4070	0.0000
कोरोटो	-0.7080	-0.3750	-0.4580
कोरोस	-0.5840	0.0480	-0.0680
कोर्निकperu.	0.6670	-0.4440	-0.5190
कोर्निकusa.	-0.1040	-0.6040	-0.6160
कोर्स	0.1687	0.4363	-0.0187
कोर्सर	0.0000	0.6190	0.6110
कोल	-0.2350	-0.3520	-0.1360
कोलगेरिया	-0.2380	0.1160	-0.1280
कोलन	-0.0255	0.2343	0.4155
कोलमेंट	0.0400	-0.3340	0.0160
कोलर	0.2620	0.7885	0.5210
कोलरलर	-0.7300	0.3520	0.0180
कोलरली	-0.6670	0.6110	0.2960
कोला-	-0.0210	-0.3465	0.2780
कोलाइकhaiti.	0.0000	0.2590	0.3750
कोलागेन	0.0820	-0.5100	-0.1000
कोलाब	0.0000	-0.6670	-0.3330
कोलाबर	0.4760	0.6670	0.6190
कोलाबरेशन	-0.6670	-0.6670	-0.8890
कोलाहल	-0.6670	1.0000	0.5830
कोलियाईName	0.5000	0.5560	0.2080
कोलेटर	0.0000	0.6670	0.5560
कोलेटल	0.0693	-0.0913	-0.1003
कोलेटिक	0.2860	0.0670	0.3750
कोलेस्ट्रॉल	-0.6040	0.1660	-0.2040
कोलैंडर	0.0000	-0.2220	0.0000
कोलैश	-0.4860	0.5200	0.0000
कोलॉज	0.3600	-0.3580	-0.2500
कोलॉज़ी	0.5710	-0.5710	0.4810
कोलोक्खम	0.0740	-0.1250	0.5190
कोलोक्वियाcolombia.	0.6300	0.5830	0.2860
कोलोफॉन	0.0000	-0.1840	-0.2300
कोलोल्ड	-0.5800	0.1460	-0.5400
कोल्ड	0.0000	0.0000	0.0000
कोल्डमछली	-0.0200	-0.5100	-0.4000
कोल्डवुड	0.0000	-0.8750	-0.1900
कोल्डेन	0.3540	-0.1740	0.1040
कोल्फिकusa.	-0.1000	0.2600	-0.0360
कोल्फोसी	0.5330	0.9630	0.3330
कोव	0.0000	-0.3920	-0.2600
कोविएट	0.0000	-0.5830	0.3330
